tenure,MonthlyCharges,gender_0,gender_1,Contract_0,Contract_1,Churn
-1.2774445836787656,-1.1603229160349193,1.0,0.0,1.0,0.0,0.0
0.06632741908223598,-0.2596289419448806,0.0,1.0,0.0,1.0,0.0
-1.2367242199587352,-0.3626603559551803,0.0,1.0,1.0,0.0,0.0
0.5142514200025698,-0.7465354629935549,0.0,1.0,0.0,1.0,0.0
-1.2367242199587352,0.19736523310080326,1.0,0.0,1.0,0.0,0.0
-0.9924020376385531,1.1595456961969886,1.0,0.0,1.0,0.0,0.0
-0.4223169455581282,0.8089065291619363,0.0,1.0,1.0,0.0,0.0
-0.9109613101984924,-1.1636465100352518,1.0,0.0,1.0,0.0,0.0
-0.1779947632379461,1.330710787214099,1.0,0.0,1.0,0.0,0.0
1.2064976032430856,-0.28621769394753876,0.0,1.0,0.0,1.0,0.0
-0.7888002190384014,-0.4922805219681379,0.0,1.0,1.0,0.0,0.0
-0.6666391278783103,-1.5225946620711341,0.0,1.0,0.0,0.0,1.0
1.0436161483629645,1.182810854199314,0.0,1.0,0.0,1.0,0.0
0.6771328748826912,1.2941512532104444,0.0,1.0,1.0,0.0,0.0
-0.30015585439803716,1.3539759452164248,0.0,1.0,1.0,0.0,0.0
1.4915401492832983,1.611554480242174,1.0,0.0,0.0,0.0,1.0
0.7992939660427822,-1.4660935640654862,1.0,0.0,0.0,1.0,0.0
1.5729808767233588,1.393859073220412,0.0,1.0,0.0,0.0,1.0
-0.9109613101984924,-0.31779183695069496,1.0,0.0,1.0,0.0,0.0
-0.46303730927815856,0.8404806721650927,1.0,0.0,1.0,0.0,0.0
-1.2774445836787656,-0.8346107040023594,0.0,1.0,1.0,0.0,0.0
-0.8295205827584317,-1.4943441130683104,0.0,1.0,0.0,1.0,0.0
-1.2774445836787656,-1.4827115340671475,0.0,1.0,1.0,0.0,0.0
1.0436161483629645,-0.1615829189350795,1.0,0.0,0.0,0.0,1.0
0.6771328748826912,-0.17155370093607614,0.0,1.0,1.0,0.0,0.0
-0.0965540357978854,-0.31446824295036285,1.0,0.0,1.0,0.0,0.0
0.5956921474426305,1.1495749141959914,0.0,1.0,1.0,0.0,0.0
-1.2774445836787656,-1.1486903370337564,0.0,1.0,1.0,0.0,0.0
1.6137012404433893,0.8471278601657574,0.0,1.0,0.0,0.0,1.0
-0.62591876415828,-0.0020504069191315333,1.0,0.0,1.0,0.0,0.0
1.5729808767233588,1.0498670941860242,1.0,0.0,0.0,0.0,1.0
-1.2367242199587352,1.0216165451832002,0.0,1.0,1.0,0.0,0.0
-0.21871512695797646,0.046141706085686136,1.0,0.0,0.0,1.0,0.0
-1.2774445836787656,-1.481049737066981,0.0,1.0,1.0,0.0,0.0
-1.2774445836787656,-0.6484894399837535,0.0,1.0,1.0,0.0,0.0
1.6137012404433893,1.1678546811978192,1.0,0.0,0.0,0.0,1.0
-1.1145631287986442,0.16412929309748078,0.0,1.0,1.0,0.0,0.0
0.5549717837226001,0.33363258711442517,1.0,0.0,1.0,0.0,0.0
0.06632741908223598,1.3822264942192488,0.0,1.0,1.0,0.0,0.0
-0.8702409464784621,1.099721004191008,1.0,0.0,1.0,0.0,0.0
-0.9109613101984924,-0.5055748979694671,0.0,1.0,0.0,1.0,0.0
1.5322605130033284,0.14751132309581955,1.0,0.0,0.0,0.0,1.0
-0.62591876415828,-1.462769970065154,1.0,0.0,0.0,1.0,0.0
1.247217966963116,0.5014740841312035,1.0,0.0,0.0,0.0,1.0
-0.7888002190384014,0.3801629031190768,1.0,0.0,1.0,0.0,0.0
0.6771328748826912,0.6560212051466532,1.0,0.0,1.0,0.0,0.0
-1.2367242199587352,-0.5155456799704636,0.0,1.0,1.0,0.0,0.0
-1.2367242199587352,0.5280628361338618,1.0,0.0,1.0,0.0,0.0
0.7992939660427822,0.4981504901308714,0.0,1.0,0.0,0.0,1.0
1.4915401492832983,-0.020330173920958795,1.0,0.0,0.0,0.0,1.0
0.43281069256250915,0.8471278601657574,1.0,0.0,1.0,0.0,0.0
-0.7073594915983407,1.141265929195161,1.0,0.0,1.0,0.0,0.0
-0.30015585439803716,0.1574821050968162,1.0,0.0,1.0,0.0,0.0
-0.9924020376385531,0.5280628361338618,1.0,0.0,1.0,0.0,0.0
1.125056875803025,0.33529438411459117,1.0,0.0,0.0,1.0,0.0
-0.5851984004382496,1.0199547481830342,0.0,1.0,1.0,0.0,0.0
1.247217966963116,1.1595456961969886,1.0,0.0,0.0,1.0,0.0
1.369379058123207,1.4520219682262263,0.0,1.0,0.0,1.0,0.0
0.06632741908223598,-1.3231790220511994,1.0,0.0,0.0,0.0,1.0
1.6137012404433893,1.42044782522307,1.0,0.0,0.0,0.0,1.0
0.5956921474426305,1.1877962451998125,1.0,0.0,1.0,0.0,0.0
1.125056875803025,0.8354952811645946,0.0,1.0,1.0,0.0,0.0
1.6137012404433893,-0.7531826509942192,0.0,1.0,0.0,0.0,1.0
-0.5851984004382496,-0.34438058895335305,1.0,0.0,0.0,1.0,0.0
-0.9516816739185228,0.9850570111795457,1.0,0.0,1.0,0.0,0.0
-1.1960038562387048,0.3502505571160864,1.0,0.0,1.0,0.0,0.0
0.5956921474426305,0.46989994112804756,0.0,1.0,0.0,1.0,0.0
